average_return_percent,simulation_result,actual_returns,predicted_returns,predicted_returns_percent,code,company
-0.018981109098153006,"[{'investment': 99770.25, 'shares': 137, 'entry': True, 'exit': False, 'date': '08-03-2021', 'close': 728.25, 'predictedub': 1.0896730731619757}, {'investment': 97876.5, 'shares': 137, 'entry': False, 'exit': True, 'date': '20-04-2021', 'close': 712.75, 'predictedub': 1.0688031334194412}]",97646.75,108716.9549276386,0.08967307316197558,507717,DHANUKA AGRITECH LTD
-0.021412655169240843,"[{'investment': 99987.59999999999, 'shares': 194, 'entry': True, 'exit': False, 'date': '16-04-2021', 'close': 515.4, 'predictedub': 1.1030587278125703}, {'investment': 97846.6, 'shares': 194, 'entry': False, 'exit': True, 'date': '20-04-2021', 'close': 504.3, 'predictedub': 1.1031846558981817}]",97834.2,110590.53982644218,0.10604254754031692,532514,INDRAPRASTHA GAS LTD
-0.024605845438407967,"[{'investment': 99992.5, 'shares': 1702, 'entry': True, 'exit': False, 'date': '12-04-2021', 'close': 58.75, 'predictedub': 1.109925950372043}, {'investment': 97532.09999999999, 'shares': 1702, 'entry': False, 'exit': True, 'date': '20-04-2021', 'close': 57.3, 'predictedub': 1.1060963686370342}]",97524.59999999999,110984.27059257649,0.1099259503720428,532705,JAGRAN PRAKASHAN LTD
-0.025015129009187346,"[{'investment': 99973.5, 'shares': 249, 'entry': True, 'exit': False, 'date': '16-04-2021', 'close': 401.5, 'predictedub': 1.2906885637308816}, {'investment': 97472.65000000001, 'shares': 249, 'entry': False, 'exit': True, 'date': '20-04-2021', 'close': 391.35, 'predictedub': 0.999522881196692}]",97446.15000000001,129034.65312614931,0.29068856373088175,539551,NARAYANA HRUDAYALAYA LTD
-0.028397716468148045,"[{'investment': 99705.2, 'shares': 196, 'entry': True, 'exit': False, 'date': '29-01-2021', 'close': 508.7, 'predictedub': 1.2924302110423007}, {'investment': 96873.8, 'shares': 196, 'entry': False, 'exit': True, 'date': '20-04-2021', 'close': 492.75, 'predictedub': 1.186345461579584}]",96579.0,128862.0126780148,0.2924302110423007,512573,AVANTI FEEDS LTD
-0.029371748699479793,"[{'investment': 99960.0, 'shares': 480, 'entry': True, 'exit': False, 'date': '05-04-2021', 'close': 208.25, 'predictedub': 1.11330431859181}, {'investment': 97024.0, 'shares': 480, 'entry': False, 'exit': True, 'date': '20-04-2021', 'close': 202.05, 'predictedub': 1.1170978817782955}]",96984.0,110649.88810516622,0.10694165771474805,532942,KNR CONSTRUCTIONS LTD
-0.03665790621112303,"[{'investment': 99994.8, 'shares': 552, 'entry': True, 'exit': False, 'date': '22-10-2020', 'close': 181.15, 'predictedub': 1.0479184477074734}, {'investment': 96329.2, 'shares': 552, 'entry': False, 'exit': True, 'date': '20-04-2021', 'close': 174.5, 'predictedub': 0.9983008020067748}]",96324.0,107774.51188535306,0.0778011645140853,540065,RBL BANK LTD
-0.056209464328609175,"[{'investment': 99912.0, 'shares': 736, 'entry': True, 'exit': False, 'date': '15-04-2021', 'close': 135.75, 'predictedub': 1.0953788335106305}, {'investment': 94296.0, 'shares': 736, 'entry': False, 'exit': True, 'date': '20-04-2021', 'close': 128.0, 'predictedub': 1.0889670812171266}]",94208.0,111576.28884105459,0.11674562456015883,532483,CANARA BANK
-0.07820526155766411,"[{'investment': 99985.59999999999, 'shares': 1196, 'entry': True, 'exit': False, 'date': '26-03-2021', 'close': 83.6, 'predictedub': 1.125276796774724}, {'investment': 92166.20000000001, 'shares': 1196, 'entry': False, 'exit': True, 'date': '20-04-2021', 'close': 77.05, 'predictedub': 1.1221966218255115}]",92151.8,112511.47569159883,0.12527679677472392,514162,WELSPUN INDIA LTD
-0.08177432975249889,"[{'investment': 99767.25, 'shares': 261, 'entry': True, 'exit': False, 'date': '25-02-2021', 'close': 382.25, 'predictedub': 1.0722632756067174}, {'investment': 91608.85, 'shares': 261, 'entry': False, 'exit': True, 'date': '20-04-2021', 'close': 350.1, 'predictedub': 1.0435977812415644}]",91376.1,106976.75828327429,0.07226327560671753,540678,COCHIN SHIPYARD LTD
-0.0880659177829839,"[{'investment': 99882.0, 'shares': 716, 'entry': True, 'exit': False, 'date': '03-12-2020', 'close': 139.5, 'predictedub': 1.115559042719643}, {'investment': 91085.8, 'shares': 716, 'entry': False, 'exit': True, 'date': '20-04-2021', 'close': 127.05, 'predictedub': 1.0411629719320743}]",90967.8,111424.26830492337,0.1155590427196429,503310,SWAN ENERGY LTD
